gender,age,survey_score,days_member,days_last_visit
M,27,9,130,2
M,32,9,140,11
F,46,3,30,18
M,60,1,362,4
M,42,2,161,18
F,44,3,40,25
M,50,3,304,52
M,44,3,78,30
M,60,2,202,44
M,33,9,157,5
M,42,4,275,45
F,49,3,125,0
F,44,3,276,25
M,65,2,58,30
F,64,1,164,129
F,62,2,30,30
M,50,2,222,30
F,19,8,281,3
M,41,3,188,21
F,35,8,269,12
M,45,2,30,9
F,46,3,365,27
F,35,8,179,4
F,36,8,135,15
F,28,9,297,5
M,36,3,65,30
M,40,4,178,20
F,43,3,194,20
F,49,4,223,17
F,56,1,188,71
M,36,3,61,16
F,39,8,138,13
F,30,8,184,1
F,29,8,194,4
F,48,3,182,25
F,45,3,122,23
M,34,8,130,10
M,20,9,64,2
F,28,8,116,3
M,45,3,30,30
M,58,2,207,105
F,44,3,185,53
M,38,9,93,19
F,57,1,36,36
M,43,3,293,70
M,43,3,306,39
F,35,8,187,12
M,50,2,240,45
M,19,7,113,0
M,55,2,55,55
M,59,1,67,67
M,21,8,142,0
M,65,1,258,42
F,63,2,127,60
F,20,8,364,1
M,37,6,217,15
F,43,2,325,51
F,45,3,152,28
M,57,2,116,81
F,19,8,113,0
M,62,2,46,46
F,33,8,30,14
M,56,2,228,65
F,45,4,35,23
M,22,8,218,0
F,57,2,101,23
M,34,7,147,8
M,25,9,150,0
M,36,3,112,42
F,20,7,173,0
F,50,3,296,45
F,49,4,99,24
M,61,1,30,30
M,58,1,235,71
F,46,3,125,36
M,63,1,175,67
F,31,8,138,12
F,24,9,321,1
M,35,8,291,16
F,46,3,134,34
M,37,6,30,3
M,47,3,45,36
M,41,2,247,17
F,45,3,321,67
F,44,2,233,28
F,31,9,181,3
M,42,3,170,70
M,54,2,30,30
M,41,2,107,24
M,26,7,30,0
F,36,8,30,11
F,53,2,30,30
M,42,3,227,45
M,33,8,77,17
M,58,1,200,106
M,53,2,260,73
M,32,8,167,1
F,21,8,134,4
F,37,7,237,2
F,43,4,30,30
F,24,8,310,0
F,57,2,55,55
F,35,8,364,9
M,37,8,135,14
M,32,9,278,20
F,33,8,133,18
M,43,3,74,22
M,44,3,299,53
M,36,3,68,14
M,37,9,67,16
F,24,7,179,2
M,36,7,223,5
F,38,7,204,0
M,50,4,89,56
M,37,4,137,27
F,44,3,164,9
F,31,8,137,15
M,35,9,225,8
M,36,7,219,15
M,43,3,52,33
M,42,3,191,70
M,34,8,240,6
F,33,8,30,7
F,27,7,235,2
M,40,3,114,30
F,37,7,245,0
M,40,3,30,30
F,27,8,168,3
F,37,8,308,1
M,36,9,215,27
F,64,2,300,77
M,35,8,300,7
M,31,10,135,11
F,21,9,215,4
F,33,7,101,5
M,32,8,47,9
M,38,8,254,15
M,45,3,256,28
M,60,1,247,88
F,53,2,30,30
M,61,3,93,73
F,42,3,211,29
F,59,1,191,54
F,38,7,201,16
F,22,9,141,1
F,56,3,44,44
M,33,7,255,6
M,36,8,73,4
F,31,8,274,8
M,33,8,161,2
F,37,8,256,9
F,45,3,266,52
M,35,9,30,11
M,43,4,169,27
F,38,7,128,8
M,41,2,309,38
M,41,2,361,31
F,23,7,145,3
F,51,1,316,77
F,58,3,261,85
M,49,3,361,23
F,37,3,160,37
F,44,2,69,17
F,33,9,296,1
M,23,9,186,0
M,55,1,168,58
F,37,2,317,44
M,29,8,58,5
M,50,2,151,47
F,49,2,347,20
M,23,8,191,2
M,31,9,168,6
F,43,3,139,17
M,30,8,122,1
M,47,3,253,22
F,57,3,159,131
M,42,2,246,36
F,44,4,128,36
M,37,3,312,35
M,38,7,194,3
F,23,7,114,3
M,55,1,215,3
F,45,4,114,56
M,36,9,91,11
M,36,7,181,19
F,18,8,173,3
M,26,6,258,0
F,63,3,167,95
M,28,7,317,3
F,50,4,155,8
M,30,8,119,7
F,40,3,66,39
M,20,8,247,2
F,62,3,193,80
M,49,3,116,57
F,36,8,262,3
M,52,2,110,11
F,42,2,203,11
F,28,8,234,0
F,48,2,141,46
M,44,3,238,21
M,36,9,241,20
M,60,2,213,111
F,40,3,30,30
F,30,8,198,10
M,34,8,30,13
M,53,2,148,87
M,45,3,162,43
F,30,7,239,9
M,55,2,203,162
M,58,2,86,70
M,38,2,319,65
F,24,8,135,1
M,60,1,261,81
F,37,9,364,13
M,42,3,145,36
F,22,8,352,2
M,42,3,137,41
M,44,3,139,47
M,34,6,300,19
M,52,2,123,114
F,52,1,41,41
F,26,8,280,2
M,40,3,249,37
M,46,3,115,32
F,25,8,303,1
F,48,2,66,19
F,48,4,89,46
M,53,1,307,176
M,55,1,216,76
F,31,8,91,15
M,34,8,216,7
F,36,8,30,3
F,34,7,225,10
M,35,9,322,12
M,65,1,208,49
F,18,7,46,0
M,36,8,141,15
M,46,3,261,32
M,54,2,39,39
M,32,9,318,11
M,42,4,179,36
M,23,8,304,1
F,38,4,365,9
F,43,3,153,35
M,24,9,51,1
M,29,7,146,5
F,25,7,197,2
F,41,2,55,0
M,33,9,172,17
F,53,2,152,27
F,48,2,180,56
M,26,8,147,5
M,24,8,305,0
F,48,2,233,40
M,43,3,191,48
F,55,1,52,52
F,24,7,105,1
M,49,3,30,30
M,40,2,246,26
F,41,2,222,12
M,53,1,140,65
F,37,7,147,15
F,43,3,299,0
F,21,8,201,2
F,60,2,355,15
M,62,1,192,103
M,28,7,66,4
F,29,7,364,2
M,55,2,62,3
M,32,8,41,7
F,60,2,194,3
M,27,9,128,2
M,63,2,266,63
F,43,3,343,33
M,32,7,165,11
M,22,6,173,1
F,45,4,138,25
M,43,3,153,12
F,43,4,206,36
M,23,9,123,3
M,44,3,135,65
F,40,3,178,24
F,44,3,202,28
F,36,7,314,0
F,45,4,354,57
F,27,7,73,4
M,31,7,358,13
M,32,7,199,12
F,30,8,73,13
M,52,2,308,112
M,29,9,348,1
F,28,8,364,0
M,48,3,207,53
M,55,2,230,51
F,23,9,364,3
F,29,8,336,1
M,43,3,151,28
F,42,2,199,30
M,63,1,206,77
M,56,2,143,94
M,36,8,177,2
M,34,8,154,9
F,37,8,30,10
M,62,1,54,54
M,41,3,182,15
F,48,3,95,26
M,43,3,153,48
F,32,9,75,11
F,59,1,56,56
F,51,2,98,98
M,23,8,331,1
F,32,8,188,10
F,47,3,92,33
M,50,3,30,30
F,57,1,117,61
M,50,4,270,57
F,24,7,277,1
M,49,3,175,47
M,39,3,30,25
F,25,8,96,0
F,24,7,102,3
M,26,7,255,2
F,24,7,30,1
M,34,8,359,1
M,26,8,113,4
F,35,8,89,3
F,57,2,207,54
M,37,9,318,13
F,29,7,159,1
F,62,2,329,79
F,25,8,128,1
F,28,8,30,4
M,44,3,89,14
M,49,3,256,21
M,18,9,125,4
F,26,8,80,3
M,33,9,32,1
M,56,2,62,62
M,41,3,173,19
F,33,8,30,10
F,41,3,69,55
M,28,8,191,1
F,44,3,240,56
M,41,3,96,29
F,29,7,171,2
M,25,8,232,3
M,34,8,75,13
M,43,2,138,50
M,48,4,165,42
M,32,9,110,9
M,57,2,351,40
M,20,8,151,5
F,43,4,80,26
M,38,8,188,10
M,62,3,172,66
M,27,9,293,2
F,37,8,254,14
F,50,3,30,30
M,36,3,252,45
M,18,8,30,3
M,62,1,241,90
M,38,3,30,30
F,34,8,234,19
M,53,1,272,3
F,48,3,108,13
F,44,3,323,41
F,27,7,243,1
F,50,3,147,18
F,46,3,90,1
F,32,9,208,6
M,40,3,281,49
M,35,9,164,10
M,26,8,242,5
M,23,7,124,1
M,37,3,194,28
F,56,1,215,83
M,43,2,223,22
M,18,9,155,3
M,56,1,247,66
F,32,7,198,8
M,51,3,277,67
F,34,8,260,12
M,22,8,244,1
F,39,2,365,48
M,55,2,30,30
M,58,2,147,147
M,37,9,180,7
F,24,8,104,2
M,43,3,202,5
F,50,3,102,34
F,22,6,223,1
F,50,4,317,38
F,38,4,239,19
F,19,9,210,1
M,35,8,325,5
F,31,9,259,16
M,58,3,186,3
M,25,8,87,0
M,21,8,330,4
F,61,1,61,61
F,53,1,97,50
F,55,1,245,62
F,34,7,157,7
M,31,10,74,16
F,46,3,92,21
F,42,2,74,24
F,34,8,80,5
F,61,2,129,102
M,37,8,242,6
F,39,3,264,25
F,45,3,254,17
F,51,2,158,102
M,33,9,128,1
M,51,2,155,155
M,30,9,30,22
M,39,3,152,53
M,40,4,300,38
M,24,8,206,4
F,42,2,325,19
M,44,4,300,33
M,47,3,30,13
F,40,3,174,45
M,34,8,93,5
M,42,2,197,24
M,37,8,207,11
F,60,2,292,70
F,39,3,365,53
M,64,2,344,115
F,23,8,219,2
F,58,2,128,115
F,42,3,235,38
F,43,4,218,28
F,65,1,119,108
M,37,3,221,8
F,54,3,182,85
F,45,3,278,35
M,41,4,185,44
F,22,8,71,1
F,44,2,183,32
F,37,9,214,3
M,35,7,332,10
F,37,8,136,13
M,34,7,204,4
F,36,8,115,6
M,39,9,153,1
F,39,3,240,35
M,62,2,82,82
M,32,7,30,26
M,38,9,238,3
F,23,8,318,4
M,40,3,156,31
M,35,8,142,12
M,29,8,161,1
M,35,9,30,9
M,21,7,70,3
F,36,8,324,1
F,36,8,181,8
F,39,9,191,11
M,65,2,154,71
M,26,8,205,1
F,39,4,249,37
F,43,4,132,26
M,38,3,30,23
F,22,7,30,2
M,43,3,272,23
F,41,3,88,29
M,45,3,234,27
M,35,7,80,15
F,58,1,363,44
M,59,1,130,78
F,36,8,272,2
F,30,9,268,7
M,47,3,223,29
F,43,3,135,30
F,44,2,66,17
M,36,8,265,10
M,40,3,169,35
F,37,8,310,4
F,34,9,146,6
M,50,3,205,13
F,42,2,131,6
F,35,7,119,14
M,36,3,108,38
M,53,2,194,71
M,48,2,278,47
M,52,2,30,30
F,58,1,180,55
M,23,8,238,3
M,43,2,119,24
M,43,3,128,20
F,42,3,217,13
F,58,1,82,80
F,23,8,175,4
F,32,10,266,4
M,31,9,132,16
F,42,3,30,24
F,48,3,248,21
M,45,3,30,0
F,61,2,108,22
M,44,3,247,48
F,46,3,30,30
M,36,3,182,48
F,45,3,191,55
F,54,1,60,25
M,53,2,155,155
F,51,1,191,3
M,25,8,120,0
M,38,3,344,65
M,36,4,230,21
F,45,4,167,16
F,46,3,115,35
M,28,7,30,0
M,36,9,164,16
M,60,2,331,3
M,44,2,242,37
F,49,2,365,47
M,29,8,196,2
M,33,8,252,13
M,38,3,30,30
M,51,2,287,51
M,43,3,97,34
M,23,8,119,0
F,44,3,230,25
M,45,4,204,48
F,42,3,352,27
M,25,10,264,2
F,42,3,48,31
F,47,3,235,31
F,36,8,344,15
M,42,4,60,60
M,19,9,172,2
M,43,3,283,34
M,36,4,297,27
M,49,4,94,40
M,42,3,118,37
M,36,8,182,15
M,59,2,131,131
F,58,2,324,97
M,28,8,91,3
F,62,1,274,79
F,44,2,176,40
M,49,4,30,30
M,28,7,164,1
M,33,10,103,12
F,27,7,211,2
F,25,8,264,3
F,32,9,264,9
M,58,2,139,34
M,35,7,319,13
F,24,8,364,0
F,43,3,78,71
M,42,3,132,24
M,33,9,72,3
M,27,8,358,3
M,35,8,101,10
M,41,3,301,12
M,34,8,359,21
F,23,8,209,3
F,23,7,30,0
M,23,7,95,4
F,24,7,305,1
M,46,3,197,7
F,54,2,311,99
M,46,4,317,15
F,42,3,323,41
M,42,2,343,18
F,46,3,222,56
M,50,4,135,21
M,34,9,292,8
F,43,3,30,30
F,36,9,39,12
F,36,9,178,8
M,50,3,282,70
M,40,3,182,62
M,59,2,326,89
M,40,3,80,69
F,51,1,363,115
F,20,9,263,0
M,39,8,39,22
F,36,2,155,31
F,37,4,57,32
F,62,2,305,98
F,55,3,163,99
M,43,3,67,22
M,39,7,237,6
F,45,3,236,27
M,32,8,307,14
M,25,8,363,1
F,37,8,323,12
F,28,8,58,3
M,57,1,79,79
F,42,3,188,51
F,43,2,364,31
M,58,1,146,36
M,55,2,157,50
M,56,3,240,98
F,33,8,158,24
M,53,1,32,32
M,42,3,196,35
M,40,3,204,10
M,35,9,280,6
F,46,3,30,6
F,29,8,262,0
M,22,8,30,4
M,42,3,30,30
M,30,6,359,19
F,21,8,116,3
M,49,3,163,39
F,43,3,66,2
M,64,2,319,58
F,57,2,255,156
M,47,4,30,23
F,42,3,327,45
F,58,1,116,115
M,63,2,30,30
F,33,8,201,0
M,23,8,70,4
F,42,3,363,21
M,53,1,362,3
M,25,10,50,1
M,46,3,249,37
M,29,8,211,3
M,54,3,196,98
M,26,7,363,4
F,42,4,153,46
F,44,2,319,56
M,38,8,110,14
M,55,1,30,30
M,41,3,30,0
M,58,2,86,86
M,53,2,67,32
M,48,3,170,24
M,60,3,188,47
F,41,3,215,30
F,40,3,270,61
F,61,1,73,73
F,22,9,113,5
M,59,2,69,59
M,44,2,241,12
M,43,4,322,54
F,55,2,335,142
F,43,3,142,2
F,44,3,30,16
F,59,2,76,76
F,47,3,188,54
F,45,3,229,52
F,50,3,299,39
F,21,8,202,1
F,32,8,106,9
M,45,3,30,26
F,23,8,216,3
F,55,2,193,149
F,35,8,67,10
M,39,2,213,50
M,59,2,269,145
F,47,4,92,26
F,55,2,165,94
F,21,7,235,2
F,38,8,243,10
F,50,3,266,40
F,35,8,48,0
F,34,8,192,2
F,34,8,284,13
F,36,3,236,40
F,48,3,30,29
F,65,1,363,110
M,40,3,30,30
M,40,2,295,48
F,62,2,51,48
M,43,3,155,32
F,47,3,362,18
M,46,2,30,30
F,46,4,68,49
M,46,4,106,26
F,28,8,35,2
M,25,9,87,3
M,36,9,96,15
M,34,9,153,15
F,45,3,114,58
M,58,1,30,30
M,48,3,191,19
M,37,6,359,6
F,36,7,30,12
F,22,7,119,2
F,24,8,189,4
M,53,1,238,111
M,36,9,192,6
M,51,1,112,89
M,44,3,30,30
F,42,3,50,19
M,37,8,261,1
M,35,7,359,11
F,37,8,98,4
M,38,2,340,33
F,39,4,121,27
M,56,2,144,135
M,43,4,361,64
M,40,3,344,24
F,41,3,51,7
F,43,4,30,30
F,36,3,217,37
F,26,9,249,2
M,45,3,55,39
F,55,2,150,150
M,64,1,30,30
F,35,8,46,11
M,36,4,318,11
F,41,3,111,42
M,47,2,199,56
M,31,8,96,18
F,44,2,212,38
F,36,2,129,32
M,48,3,146,0
F,32,8,140,5
M,26,8,270,0
M,58,1,176,95
F,51,1,243,40
F,26,8,364,3
M,26,9,258,2
M,35,8,51,7
F,36,4,164,23
F,35,8,199,12
F,37,9,364,3
F,44,2,277,0
F,35,7,318,12
M,44,3,216,37
F,54,2,357,102
M,42,3,259,26
F,42,3,319,6
M,60,2,334,77
M,53,3,362,117
F,36,8,205,15
M,35,8,206,7
M,54,2,358,176
M,42,3,191,43
F,35,8,248,12
F,36,3,132,40
M,54,1,30,28
M,34,9,199,9
M,49,2,182,62
M,45,3,194,67
F,40,2,61,9
M,44,3,30,30
M,32,9,135,8
M,55,1,104,53
F,56,2,211,68
M,48,3,30,25
F,25,8,268,2
F,53,2,139,77
M,31,8,139,12
F,21,8,116,3
M,61,2,260,43
M,46,3,181,57
M,48,3,306,43
M,47,3,105,31
F,34,8,244,2
M,61,1,69,36
F,39,3,222,37
M,38,4,30,30
F,44,3,271,15
F,40,3,30,29
M,43,4,173,44
M,57,3,362,140
M,49,3,214,38
F,26,8,364,1
M,59,1,362,44
F,47,3,30,29
M,51,1,157,49
F,44,3,359,46
M,35,7,250,10
M,46,3,144,55
M,51,2,152,144
F,50,4,128,46
M,45,4,141,70
F,56,1,86,86
M,34,8,80,6
M,57,1,136,110
M,38,9,224,5
M,38,8,42,1
F,31,7,175,5
F,34,8,170,10
M,44,4,264,39
F,59,1,70,70
F,38,3,214,29
M,58,2,260,67
F,63,2,165,47
F,45,3,150,56
M,45,3,139,25
M,39,8,121,6
F,26,8,364,0
M,34,8,359,17
F,27,8,140,4
F,65,1,126,126
F,58,1,242,90
F,36,8,204,19
M,38,3,139,46
F,48,3,184,47
M,26,9,363,1
M,29,7,363,1
F,45,3,51,41
M,63,1,362,119
M,34,8,191,9
F,22,8,304,3
F,24,8,175,2
M,27,7,201,2
M,52,3,362,145
F,65,2,173,91
F,42,3,286,18
F,41,2,131,25
F,60,2,171,70
M,21,7,324,2
F,35,8,209,6
M,36,9,333,3
F,30,7,172,5
F,48,3,219,31
M,47,4,238,42
F,32,7,129,20
M,32,9,30,9
M,45,2,142,50
M,33,8,151,4
M,45,3,115,32
F,35,7,230,3
M,55,2,243,3
F,32,8,141,14
M,34,8,276,15
F,50,3,242,41
M,49,3,148,18
M,58,3,289,148
M,41,3,30,11
F,42,2,358,30
M,23,8,32,5
F,52,2,38,38
M,53,1,136,110
M,36,4,328,29
F,32,7,352,4
M,65,2,243,61
F,61,2,153,112
M,21,7,148,7
M,34,7,244,14
F,59,1,234,89
F,35,8,115,11
F,38,8,30,8
M,51,2,362,96
M,35,9,359,11
M,22,9,151,4
M,23,8,152,1
F,36,8,232,10
M,39,7,333,4
M,61,2,30,30
F,25,8,63,3
M,60,2,30,30
F,51,1,122,23
F,60,2,339,82
M,60,1,184,102
M,60,1,309,63
M,23,8,175,0
F,43,3,149,2
F,37,3,253,28
M,65,2,249,50
M,36,3,62,2
F,33,8,279,13
M,39,4,110,22
M,47,2,203,27
F,26,8,252,2
F,60,3,179,110
M,57,3,209,110
M,31,6,186,14
M,42,3,124,32
M,28,8,99,2
F,52,1,70,53
M,37,8,168,7
M,62,3,31,31
M,59,2,362,135
F,46,3,127,44
F,23,8,125,0
F,55,2,30,30
F,37,8,196,7
M,25,7,136,4
M,59,1,78,78
M,55,1,117,117
M,54,2,185,53
M,30,9,158,9
M,58,2,280,119
F,65,1,30,30
M,63,2,103,46
F,39,8,173,4
F,27,8,165,3
M,25,8,118,4
F,35,8,235,10
F,37,8,30,1
F,21,7,246,4
M,40,3,234,26
F,59,3,363,83
F,50,2,254,23
M,45,3,92,27
M,35,7,359,15
M,50,3,164,14
M,39,3,181,52
M,56,1,109,77
M,46,3,66,12
F,45,3,193,12
M,54,1,77,77
M,63,2,300,76
F,38,8,87,11
M,47,4,30,28
F,42,2,314,37
F,41,2,279,22
M,37,4,47,39
M,36,8,269,8
M,55,2,223,131
M,58,2,350,78
M,47,2,220,49
M,53,2,87,87
F,44,3,131,46
F,46,4,214,41
M,38,3,242,51
M,43,3,91,39
F,57,1,39,39
M,36,2,135,55
F,44,3,30,21
F,44,3,102,54
F,47,3,100,39
F,46,3,264,56
F,54,2,74,72
M,33,8,30,8
F,24,8,92,0
M,43,3,153,32
F,30,9,30,5
F,27,8,364,0
M,32,9,132,4
F,48,2,30,30
F,26,8,30,5
M,35,8,218,14
M,55,2,187,135
F,57,3,258,30
F,42,3,264,61
M,35,7,177,5
M,34,9,196,7
F,43,3,169,44
M,21,8,65,1
M,33,9,260,15
M,40,3,175,7
M,23,8,182,5
M,50,4,60,24
M,50,3,30,26
M,30,8,197,15
M,51,2,30,30
M,31,8,175,1
F,19,9,148,1
M,60,3,122,62
M,46,3,361,2
M,18,7,205,4
M,59,1,283,71
M,26,8,30,2
M,64,2,222,113
M,50,3,307,54
M,34,8,31,13
M,57,1,215,65
M,64,3,102,3
M,63,2,317,127
M,45,2,142,29
M,43,2,179,35
M,59,2,114,114
M,55,1,228,61
F,35,9,54,16
F,41,4,241,33
M,40,3,31,31
F,22,8,277,3
M,61,2,251,137
M,54,2,250,77
F,26,7,190,2
M,34,7,136,3
F,23,7,65,3
F,23,8,121,1
F,44,2,168,41
M,27,8,261,3
F,43,4,30,30
F,21,8,169,6
F,55,2,141,121
F,62,2,263,70
F,41,3,54,25
M,30,7,46,1
M,44,3,195,17
F,37,8,186,0
M,25,9,53,2
F,39,3,92,44
M,38,8,239,8
M,24,8,363,4
F,47,2,223,15
M,58,2,171,80
F,55,2,155,67
F,22,7,223,2
F,47,2,300,33
F,54,2,246,79
F,60,2,252,95
F,28,7,217,1
M,47,3,306,18
M,38,4,117,30
M,20,9,277,0
F,43,3,30,30
F,34,8,237,8
F,30,9,342,12
M,51,1,138,105
F,40,2,275,24
M,53,1,362,82
F,40,3,92,51
F,30,8,139,11
F,39,7,252,7
F,45,3,30,26
M,18,9,113,1
M,43,2,112,45
F,30,8,90,6
M,45,2,272,55
M,25,7,363,4
F,44,3,252,18
F,36,7,30,7
F,41,2,230,43
M,53,3,295,23
F,58,2,188,3
M,55,2,276,117
F,36,7,194,5
F,40,4,241,0
M,48,3,211,18
F,44,2,105,26
M,44,3,163,2
M,33,8,342,10
M,38,8,106,9
M,34,9,175,19
M,19,8,255,2
M,35,7,30,14
F,51,1,193,63
F,58,1,228,50
M,26,10,323,4
M,34,9,117,9
F,29,7,193,0
M,46,4,227,54
F,38,7,112,16
F,34,9,364,9
F,48,3,172,23
M,35,8,246,21
M,48,3,207,46
M,43,3,79,14
M,46,4,98,14
M,47,3,71,8
M,23,9,209,1
M,37,7,64,10
M,55,1,232,37
M,24,8,276,3
F,25,8,170,1
M,31,8,94,18
F,33,7,214,11
F,59,2,191,21
F,47,3,85,28
M,41,3,271,34
F,49,3,127,47
M,47,4,66,13
M,58,2,30,30
M,47,4,197,23
M,22,7,263,6
F,39,8,222,9
F,33,8,255,7
M,46,3,148,61
F,54,2,110,37
M,37,8,30,15
M,24,8,173,5
F,35,7,247,10
M,43,3,223,64
M,40,3,30,30
M,42,3,294,39
M,63,1,152,100
M,45,3,361,12
M,53,3,54,22
F,55,1,315,91
M,36,3,30,19
M,41,3,197,35
F,46,4,164,26
M,57,2,322,106
F,41,4,108,47
F,26,8,85,0
M,56,2,362,59
F,30,8,213,13
M,32,7,252,6
M,33,8,244,15
M,21,9,269,3
M,38,4,30,30
M,50,4,83,31
F,22,9,122,3
F,46,2,103,32
F,41,3,235,43
M,34,8,30,1
F,48,3,152,43
M,25,9,229,2
M,45,2,50,39
M,50,4,294,28
M,30,8,255,9
M,58,1,30,30
M,32,8,277,2
F,44,3,138,19
F,50,4,260,45
M,43,3,30,28
M,41,3,135,23
M,30,8,153,4
M,54,3,37,37
M,32,7,68,3
F,51,1,363,79
F,47,2,30,30
M,19,9,192,4
F,21,8,290,0
M,40,3,142,53
M,34,8,61,3
F,23,9,164,3
F,34,8,170,4
M,25,8,210,4
M,35,8,126,14
M,56,1,174,18
M,60,2,74,74
F,60,2,258,86
F,52,1,117,117
M,32,8,178,4
F,41,3,56,54
F,39,3,271,28
M,54,2,199,26
M,56,3,291,116
F,24,8,147,0
M,65,2,51,51
M,29,7,228,4
M,37,6,193,12
M,34,8,140,14
F,48,3,161,35
M,62,1,54,54
F,35,8,166,8
M,48,3,361,34
F,26,10,129,0
F,22,8,203,5
F,31,7,30,8
M,25,8,168,1
M,45,4,133,38
M,43,3,217,60
M,47,3,30,30
M,46,4,127,28
F,35,8,176,8
F,34,9,191,9
F,34,8,278,3
F,46,3,72,60
M,34,8,220,12
M,43,2,242,17
M,36,4,223,62
M,42,2,60,55
F,45,3,138,39
F,62,1,238,68
F,34,9,315,12
M,38,9,136,6
F,33,9,324,4
M,35,9,202,9
F,37,4,93,20
M,41,2,106,45
F,46,3,39,19
M,60,1,227,124
M,39,7,236,14
M,59,3,187,70
M,35,7,201,19
M,39,3,181,61
M,37,3,300,56
F,33,9,264,12
M,51,1,30,30
M,56,2,362,102
F,57,2,169,150
F,23,8,303,3
F,61,3,188,63
M,21,9,118,3
M,55,1,56,56
M,61,1,30,30
M,46,3,90,40
M,38,4,237,42
F,29,8,300,1
F,45,3,262,60
F,36,3,244,55
M,59,2,30,30
M,22,9,363,1
M,58,2,126,126
M,31,8,185,5
F,41,2,49,37
M,47,3,86,12
M,29,7,154,2
M,29,7,73,0
M,51,2,190,75
F,35,8,279,19
F,38,4,30,30
M,60,2,362,52
M,20,9,171,0
M,55,2,302,180
M,64,1,305,69
M,23,7,131,1
M,61,2,178,72
M,56,2,259,103
F,36,3,287,39
M,45,3,114,58
F,51,2,162,50
M,36,3,218,35
F,41,2,267,3
F,50,3,188,25
M,40,3,298,59
M,63,1,90,90
M,38,4,234,23
F,56,1,328,111
M,40,3,205,56
F,32,9,188,12
F,43,3,174,46
F,45,3,38,0
M,34,7,116,17
M,40,3,263,11
M,55,2,147,3
M,58,3,30,30
M,28,8,165,1
F,46,3,365,42
M,37,8,97,3
M,38,4,164,32
M,33,8,239,15
F,47,3,353,46
M,28,7,205,3
F,22,10,264,2
F,60,2,95,84
F,42,3,131,40
M,33,8,172,7
M,49,3,176,34
M,21,8,213,1
M,42,4,47,0
F,57,2,363,60
F,33,9,79,14
F,48,3,194,22
F,21,8,205,0
M,44,3,170,22
F,50,3,30,21
M,35,8,86,1
F,56,2,249,57
F,55,3,65,61
M,36,4,136,16
F,40,3,260,37
M,60,1,35,35
F,45,3,291,46
M,58,2,30,30
F,20,8,153,3
F,24,9,30,3
M,33,8,226,21
F,56,2,79,79
F,20,7,32,3
F,53,2,363,14
F,59,2,211,92
F,57,1,191,65
M,50,3,187,57
M,34,7,55,1
M,39,4,225,44
M,33,8,279,21
M,39,8,199,17
F,43,2,177,41
M,65,2,299,114
F,26,8,91,3
M,59,2,300,72
M,47,3,198,51
F,39,7,226,8
M,44,4,30,30
F,52,2,210,94
F,45,2,324,17
M,27,6,49,3
F,18,8,108,2
M,44,3,99,32
M,23,9,125,3
F,38,8,216,2
M,42,3,297,36
F,37,3,317,61
F,38,2,171,11
F,35,8,164,8
F,35,8,364,15
M,58,1,261,112
F,20,7,336,4
F,27,6,168,0
F,31,8,172,14
M,21,8,325,4
M,35,8,246,13
M,26,8,125,2
F,32,9,257,13
F,45,2,247,24
M,22,8,134,4
F,29,8,356,2
F,35,9,275,8
F,26,7,132,1
M,46,3,213,4
M,49,3,195,42
M,41,4,117,16
F,24,8,87,0
F,37,8,164,19
M,44,3,50,50
M,46,4,30,30
M,22,8,119,3
F,60,2,334,77
M,25,7,263,3
M,59,2,362,78
F,33,8,115,5
F,61,2,287,73
F,64,2,160,84
M,64,2,231,77
F,42,3,315,1
M,35,8,173,4
M,49,3,120,24
M,56,2,247,71
F,23,9,181,4
F,56,2,266,14
M,43,3,169,0
M,62,2,125,110
F,44,4,182,33
M,60,1,300,69
M,35,7,48,17
M,32,8,132,5
M,29,7,303,4
F,39,3,286,47
F,35,8,351,16
M,33,6,74,21
M,39,8,183,3
M,31,10,186,22
F,37,8,58,7
M,45,3,349,27
F,47,3,255,52
M,45,4,30,13
F,33,9,224,8
M,49,3,296,63
F,59,2,30,30
M,46,4,219,47
M,36,7,118,8
M,36,3,168,24
M,46,3,34,34
F,59,1,192,83
F,45,2,199,70
F,60,1,235,87
M,34,8,200,9
M,50,3,61,38
M,45,3,119,24
M,36,8,203,12
F,63,3,87,32
M,43,2,212,0
F,41,3,67,37
M,44,2,220,0
F,32,8,157,5
M,36,3,157,33
F,26,8,263,3
M,61,1,121,84
M,29,7,111,2
F,39,2,224,29
F,48,3,30,9
M,43,4,196,13
M,37,9,92,10
M,34,7,102,16
F,37,3,30,30
F,39,3,225,27
M,64,1,329,65
M,25,8,317,4
F,44,3,204,41
M,44,3,302,19
F,35,7,111,6
F,32,7,100,6
F,43,2,118,45
M,42,3,249,41
F,41,4,221,17
F,29,7,115,4
M,47,3,361,2
F,26,7,151,3
M,50,4,256,50
M,65,2,170,29
M,26,8,273,4
F,62,2,173,162
M,37,9,30,1
M,61,2,129,129
F,44,3,273,39
M,58,1,30,30
M,33,8,93,4
F,38,3,144,25
F,21,8,169,0
M,36,3,141,16
F,29,8,91,0
F,56,1,258,86
M,43,2,218,59
F,33,8,309,0
M,35,8,107,13
M,65,1,224,113
M,39,4,91,32
F,26,9,183,4
F,45,4,129,29
M,41,2,198,56
F,35,8,52,12
F,20,7,86,1
F,47,2,147,28
F,51,2,178,3
M,33,8,236,6
M,36,7,80,7
F,59,2,339,72
F,42,3,92,17
M,48,3,202,43
